# bottom Nusselt number for case B02Ra9CT10
1.000000000000000021e-08 2.084321262317482271e-01
1.000000000000000378e-06 2.083987087000387928e-01
2.009999999999990920e-06 2.083445668639927195e-01
3.009999999999981346e-06 2.082909749479820438e-01
4.009999999999971771e-06 2.082373968210686488e-01
5.009999999999962197e-06 2.081838324794600958e-01
6.009999999999952622e-06 2.081302819190863629e-01
7.009999999999943048e-06 2.080767451360162335e-01
8.009999999999933474e-06 2.080232221265265469e-01
9.009999999999923899e-06 2.079697128867786793e-01
1.000999999999991432e-05 2.079162174128413032e-01
1.100999999999990475e-05 2.078627357011532117e-01
1.200999999999989518e-05 2.078092677478756978e-01
1.300999999999988560e-05 2.077558135492624802e-01
1.400999999999987603e-05 2.077023731017292318e-01
1.500999999999986645e-05 2.076489464015066344e-01
1.600999999999998393e-05 2.075955334450796108e-01
1.700000000000014217e-05 2.075426681529469741e-01
1.800000000000030200e-05 2.074892825355569292e-01
1.900000000000046183e-05 2.074359106510243744e-01
2.000000000000062166e-05 2.073825524958575195e-01
2.100000000000078150e-05 2.073292080661714165e-01
2.200000000000094133e-05 2.072758773586822478e-01
2.300000000000110116e-05 2.072225603695281582e-01
2.400000000000126099e-05 2.071692570953561074e-01
2.500000000000142083e-05 2.071159675323966942e-01
2.600000000000158066e-05 2.070626916774586934e-01
2.700000000000174049e-05 2.070094295263796291e-01
2.800000000000190032e-05 2.069561810760838783e-01
2.900000000000206015e-05 2.069029463228946042e-01
3.000000000000221999e-05 2.068497252635974060e-01
3.100000000000237982e-05 2.067965178938448445e-01
3.200000000000253965e-05 2.067433242106306579e-01
3.300000000000269948e-05 2.066901442103242781e-01
3.400000000000285932e-05 2.066369778894800169e-01
3.500000000000301915e-05 2.065838252445366952e-01
3.600000000000317898e-05 2.065306862713780778e-01
3.700000000000333881e-05 2.064775609672060697e-01
3.800000000000349864e-05 2.064244493283669268e-01
3.900000000000365848e-05 2.063713513527100085e-01
4.000000000000381831e-05 2.063182670343846892e-01
4.100000000000397814e-05 2.062651963706623182e-01
4.200000000000413797e-05 2.062121393584672446e-01
4.300000000000429781e-05 2.061590959935213352e-01
4.400000000000445764e-05 2.061060662730958837e-01
4.500000000000461747e-05 2.060530501953640181e-01
4.600000000000477730e-05 2.060000477535270103e-01
4.700000000000493713e-05 2.059470589441161348e-01
4.800000000000509697e-05 2.058940837664145485e-01
4.900000000000525680e-05 2.058411222161209420e-01
5.000000000000541663e-05 2.057881742892810339e-01
5.100000000000557646e-05 2.057352399833279055e-01
5.200000000000573630e-05 2.056823192952091095e-01
5.300000000000589613e-05 2.056294122227971810e-01
5.400000000000605596e-05 2.055765187612358103e-01
5.500000000000621579e-05 2.055236389096925520e-01
5.600000000000637562e-05 2.054707726649299404e-01
5.700000000000653546e-05 2.054179200268322902e-01
5.800000000000669529e-05 2.053650809975040570e-01
5.900000000000685512e-05 2.053122555728751353e-01
6.000000000000701495e-05 2.052594437602068833e-01
6.100000000000717479e-05 2.052066455718941085e-01
6.200000000000668410e-05 2.051538610241012139e-01
6.300000000000616630e-05 2.051010901443005296e-01
6.400000000000564851e-05 2.050483330020517747e-01
6.500000000000513071e-05 2.049955896729963867e-01
6.600000000000461292e-05 2.049428603305249175e-01
6.700000000000409513e-05 2.048901453300207842e-01
6.800000000000357733e-05 2.048374451839084232e-01
6.900000000000305954e-05 2.047847596389240077e-01
7.000000000000254174e-05 2.047320901048074460e-01
7.100000000000202395e-05 2.046794713306444025e-01
7.200000000000150615e-05 2.049392937618300103e-01
7.300000000000098836e-05 2.072602819250488615e-01
7.400000000000047057e-05 2.182309476970439033e-01
7.500999999999994759e-05 2.749278570935800303e-01
7.600999999999942980e-05 5.975527869134557024e-01
7.700999999999891201e-05 1.764544839734170756e+00
7.800999999999839421e-05 3.672982981455088947e+00
7.900999999999787642e-05 5.596000989081037602e+00
8.000999999999735862e-05 7.247197065861233689e+00
8.100999999999684083e-05 8.625055089827824872e+00
8.200999999999632304e-05 9.770609839249988937e+00
8.300999999999580524e-05 1.072339078723028649e+01
8.400999999999528745e-05 1.151587190356767643e+01
8.500999999999476965e-05 1.217567974953906429e+01
8.600999999999425186e-05 1.272498490141699534e+01
8.700999999999373406e-05 1.318271797839226700e+01
8.800999999999321627e-05 1.356480720581168775e+01
8.900999999999269848e-05 1.388409565075700591e+01
9.000999999999218068e-05 1.415129357398031118e+01
9.100999999999166289e-05 1.437598790558602069e+01
9.200999999999114509e-05 1.456500281900407856e+01
9.300999999999062730e-05 1.472525128124082450e+01
9.400999999999010951e-05 1.486169994400664152e+01
9.500999999998959171e-05 1.497850992015789728e+01
9.600999999998907392e-05 1.507868671910413205e+01
9.700999999998855612e-05 1.516536979431499965e+01
9.800999999998803833e-05 1.524083686488395095e+01
9.900999999998752053e-05 1.530673012033913416e+01
1.000099999999870027e-04 1.536474772520017140e+01
1.010099999999864849e-04 1.541574227161368782e+01
1.020099999999859672e-04 1.546049146515775341e+01
1.030099999999854494e-04 1.549958808844058566e+01
1.040099999999849316e-04 1.553340311204401658e+01
1.050099999999844138e-04 1.556258639218671291e+01
1.060099999999838960e-04 1.558729264516281532e+01
1.070099999999833782e-04 1.560786474562252479e+01
1.080099999999828604e-04 1.562449363171567995e+01
1.090099999999823426e-04 1.563676741352484711e+01
1.100099999999818248e-04 1.563988663155999070e+01
1.110099999999813070e-04 1.562938329933356663e+01
1.120099999999807892e-04 1.560728418229047776e+01
1.130099999999802714e-04 1.557495514194705777e+01
1.140099999999797536e-04 1.553339272536945614e+01
