# shrinking factor at final tracer position for case B1Ra9CT01
3.167438395610029378e-01 2.000000000000000042e-03 1.074000000000000066e+00
4.046491756227014736e-01 3.709999999999999964e-01 1.534999999999999920e+00
3.623440790413184343e-01 1.653999999999999915e+00 1.052000000000000046e+00
8.662929539584080310e-03 1.620000000000000107e+00 5.100000000000000089e-01
4.494786563309099425e-01 1.195999999999999952e+00 5.180000000000000160e-01
1.451435097370054952e-02 9.679999999999999716e-01 8.539999999999999813e-01
2.676148304460851945e-01 3.300000000000000155e-01 1.008999999999999897e+00
4.008268608935455779e-01 1.306000000000000050e+00 4.789999999999999813e-01
1.676226094289952062e-01 1.207000000000000073e+00 4.119999999999999774e-01
3.385217465503662648e-01 7.670000000000000151e-01 1.143999999999999906e+00
9.966415465334063986e-03 2.310000000000000109e-01 1.856999999999999984e+00
1.478453637052460148e-02 1.540999999999999925e+00 1.310000000000000053e-01
6.079103064845699927e-02 7.159999999999999698e-01 1.066999999999999948e+00
4.097819692770643951e-01 1.304000000000000048e+00 5.050000000000000044e-01
4.749770756190403453e-01 1.657999999999999918e+00 1.809999999999999942e-01
6.329375326153277026e-01 8.820000000000000062e-01 1.254999999999999893e+00
2.998486776093770567e-01 3.360000000000000209e-01 1.276999999999999913e+00
6.651166361676612293e-02 1.153999999999999915e+00 5.500000000000000028e-02
1.257420978515248929e-02 6.420000000000000151e-01 1.568000000000000060e+00
2.065780092061716144e-01 1.368999999999999995e+00 6.700000000000000400e-01
1.572992857011968476e-02 9.200000000000000400e-01 1.187999999999999945e+00
2.818267070312218542e-02 6.239999999999999991e-01 1.584999999999999964e+00
3.666295641708620656e-01 1.032000000000000028e+00 1.189000000000000057e+00
1.265769789846979410e-01 1.610999999999999988e+00 1.016999999999999904e+00
3.741747002879397543e-01 1.352999999999999980e+00 1.880000000000000004e-01
2.671490738643415852e-02 1.439999999999999891e-01 1.368000000000000105e+00
3.217194082093666752e-01 1.050000000000000044e+00 2.680000000000000160e-01
1.403921899116839234e-01 8.999999999999999667e-02 1.909999999999999920e+00
9.941362430660599658e-01 8.179999999999999494e-01 1.820000000000000062e+00
2.725386366290830434e-02 9.519999999999999574e-01 8.639999999999999902e-01
3.202801934587121840e-02 7.389999999999999902e-01 1.776999999999999913e+00
4.130290519067462279e-02 7.119999999999999662e-01 1.620999999999999996e+00
1.080243356535891611e-02 4.309999999999999942e-01 1.586000000000000076e+00
5.193040984366378019e-04 9.459999999999999520e-01 1.562000000000000055e+00
5.802199801333275397e-01 3.940000000000000169e-01 1.447000000000000064e+00
1.157167809080273876e-02 9.800000000000000377e-02 1.627999999999999892e+00
7.360556149748351817e-01 1.951999999999999957e+00 1.940000000000000058e-01
1.560009397518365148e-01 1.072000000000000064e+00 1.076999999999999957e+00
3.411247278374312519e-01 1.163000000000000034e+00 1.574999999999999956e+00
5.907455797664755703e-01 3.290000000000000147e-01 1.411999999999999922e+00
3.590165323626194893e-01 7.630000000000000115e-01 1.062999999999999945e+00
1.899238425917840895e-02 7.369999999999999885e-01 1.641000000000000014e+00
1.531519232103674133e-01 1.745999999999999996e+00 2.500000000000000139e-02
1.890335936037106368e-01 4.909999999999999920e-01 1.036999999999999922e+00
1.165161512946093075e-01 1.550999999999999934e+00 5.160000000000000142e-01
9.921460376394583558e-02 9.529999999999999583e-01 1.421000000000000041e+00
1.123737042582574203e-01 3.840000000000000080e-01 1.703000000000000069e+00
1.516452082326927124e-02 1.076999999999999957e+00 9.379999999999999449e-01
2.652674190035073445e-02 1.854000000000000092e+00 3.890000000000000124e-01
1.269267531868428431e-02 1.302000000000000046e+00 1.034000000000000030e+00
2.962624205827176782e-01 1.770999999999999908e+00 2.740000000000000213e-01
3.402934287038722472e-01 1.594999999999999973e+00 5.699999999999999512e-01
1.289859347534184908e-02 1.062999999999999945e+00 1.252999999999999892e+00
3.882629362646399795e-01 9.529999999999999583e-01 4.229999999999999871e-01
2.020223706104307404e-01 5.150000000000000133e-01 1.338999999999999968e+00
2.020746608879459699e-02 1.782999999999999918e+00 7.059999999999999609e-01
1.650721349846579200e-01 1.560000000000000053e+00 4.239999999999999880e-01
1.639109841953445557e-01 7.069999999999999618e-01 9.509999999999999565e-01
1.452105122183208752e-02 8.020000000000000462e-01 1.016999999999999904e+00
5.407295258266576338e-02 4.279999999999999916e-01 1.808999999999999941e+00
1.559438486090150740e-02 2.700000000000000178e-01 1.705000000000000071e+00
7.213696259611446227e-01 5.679999999999999494e-01 1.268999999999999906e+00
3.535955606803564688e-01 6.550000000000000266e-01 1.110999999999999988e+00
6.091317674291458761e-01 1.332999999999999963e+00 8.830000000000000071e-01
9.487179191582183202e-02 1.058000000000000052e+00 1.030999999999999917e+00
2.375368434222765047e-03 2.520000000000000018e-01 1.072999999999999954e+00
4.618246901007176317e-03 1.530000000000000027e+00 1.145000000000000018e+00
1.912714987236824871e-01 1.747999999999999998e+00 6.380000000000000115e-01
5.741799194098087256e-01 3.679999999999999938e-01 1.395999999999999908e+00
4.156123615766248863e-02 9.809999999999999831e-01 8.509999999999999787e-01
1.462324621946385107e-02 8.269999999999999574e-01 1.008000000000000007e+00
4.942030255019183756e-03 1.298999999999999932e+00 1.417000000000000037e+00
2.819153899958858414e-02 5.530000000000000471e-01 1.500999999999999890e+00
1.090492718566362096e-01 1.235999999999999988e+00 1.102000000000000091e+00
4.084570115925870715e-01 1.256000000000000005e+00 1.114000000000000101e+00
9.595930923085372877e-01 1.250000000000000000e+00 1.471000000000000085e+00
3.722187513220773236e-02 1.151000000000000023e+00 1.380000000000000115e-01
1.016062813257927189e-01 1.092999999999999972e+00 1.350000000000000089e-01
7.344840836901538050e-02 8.299999999999999600e-01 8.439999999999999725e-01
4.150196254939075291e-01 1.322000000000000064e+00 5.350000000000000311e-01
